street,city,country,longitude,latitude
3636 Brentwood Rd NW,Calgary,CA,-114.12,51.09
"No.186, Fuxing Rd.",Taoyuan City,TW,121.31,25.02
"Crytal Design Center, Room No.Z2.143",Bangkapi,TH,100.62,13.8
青浦区,上海市,CN,121.13,31.15
Jl. Medan Merdeka Timur,Jakarta,ID,106.83,-6.18
徐汇区,上海市,CN,121.44,31.19
402 Orchard Road,Singapore,SG,103.83,1.31
2-1-1 Kamimeguro,Meguro-ku,JP,139.7,35.64
23 Helmcken Rd.,Victoria,CA,-123.43,48.47
شارع سالم المبارك,مدينة الكويت,KW,48.08,29.34
"Lebuh Bandar Utama, Bandar Utama",Petaling Jaya,MY,101.61,3.14
A. Demetriade No 1 St,Timisoara,RO,21.22,45.75
36B High Street,Brentwood,GB,0.3,51.62
1-3 Hess Andras str.,Budapest,HU,19.03,47.5
Seochangnamsunhwanro,Incheon,KR,126.75,37.42
Alkotás út 53,Budapest,HU,19.02,47.49
721-1 Shichijo-sagaru Karasuma-dori,Kyoto,JP,135.76,34.99
鼓楼区,南京市,CN,118.77,32.05
"1F, No.123, Gaotie Rd.",Kaohsiung City,TW,120.31,22.69
高新区天府一街699号,成都市,CN,104.05,30.56
"958, Gwanpyeong-dong, Yuseong-gu",DaejeonDaejeon,KR,127.39,36.43
樊城区,襄樊市,CN,112.15,32.04
天河区,广州市,CN,113.34,23.12
Plaza Sotomayor 212,Valparaiso,CL,-71.63,-33.04
"Av. Washington Luis, s/n, Sagua Central",Sao Paulo,BR,-46.66,-23.63
"Av. Paulista, 2.064",Sao Paulo,BR,-46.66,-23.56
海沧区,厦门市,CN,118.03,24.48
Terminal One,Manchester,GB,-2.28,53.37
"Shin-Tokyo International Airport,",Narita,JP,140.39,35.77
Kosuyolu Cad. Direkli Carsi Sok. No:1,Istanbul,TR,29.04,41.01
"14 Norte 880, Local 7, Boulevard Marina",Vina del Mar,CL,-71.55,-33.01
Yeni Mah. Ogretmenler Bulv. M1 Merkez,Adana,TR,35.24,37.02
3-2-43 Saifu,Dazaifu,JP,130.53,33.52
20159 88th Avenue,Langley,CA,-122.66,49.16
Manila East Rd,Taytay,PH,121.14,14.56
"Roxas Blvd. corner Pedro Gil St., Malate",Manila,PH,120.98,14.57
"589-6,Sirangri",Busan,KR,129.21,35.18
50 Stone Rd E,Guelph,CA,-80.23,43.53
WASHINGTONSTR. 7763,Wiesbaden,DE,8.27,50.07
"Bignalls Corner, South Mimms",Potters Bar,GB,-0.22,51.69
"1105, Hyomok-dong",Daegu,KR,128.65,35.88
4122 Dawson Street,Burnaby,CA,-123.01,49.26
"88, Camp Davis",Bangkok,TH,100.57,13.72
65 First Street,Collingwood,CA,-80.22,44.5
福田区,深圳市,CN,114.09,22.54
西城区,北京市,CN,116.36,39.92
El Corte Ingles Gaia. Porto,Vila Nova de Gaia Porto,PT,-8.61,41.13
1-1-1 Sugita Isogo-ku,Yokohama,JP,139.62,35.39
Handelskai 94-96,Wien,AT,16.39,48.24
Tomas Morato corner Timog Avenue,Quezon City,PH,121.04,14.63
Team Valley Retail Park,Gateshead,GB,-1.62,54.92
10 Medical Drive #01-40,Singapore,SG,103.78,1.29
"Ashford International Station, Plt 1-2",Ashford,GB,0.88,51.14
浦东新区,上海市,CN,121.8,31.15
62-2 Binmanji,Taga-cho,JP,136.28,35.22
1597.Cad. Bilkent Center No:3 K:Giris,Ankara,TR,32.76,39.88
"Birmingham-Selfridges, Bullring",Birmingham,GB,-1.89,52.48
1 Tomaricho,Yokosuka,JP,139.67,35.29
"Shop NO. 106 1/F, East Point City, No. 8",Hong Kong,CN,114.27,22.32
"772-67,Hwagok 4-dong",Seoul,KR,126.86,37.54
东城区,北京市,CN,116.43,39.91
福田区,深圳市,CN,114.06,22.55
1425 Kingsway Hwy,Sudbury,CA,-80.94,46.51
昌平区,北京市,CN,116.29,40.1
ul.Niepodległości 36,Szczecin,PL,14.55,53.43
2-17-2 Saikochi,Hitachinaka,JP,140.53,36.41
2-25-6 Dogenzaka,Shibuya-ku,JP,139.7,35.66
No. 1 Qingcheng St,Taipei City,TW,121.55,25.06
"Avenida Paulista, 1203",Sao Paulo,BR,-46.65,-23.56
2-11 Nishichaya Minato-ku,Nagoya,JP,136.83,35.1
定海区,舟山市,CN,122.21,29.99
"Charoenkrung Road, Bangrak",Bangkok,TH,100.52,13.72
"Shop G01 on G/F, AIA Tower",Macau,CN,113.54,22.19
上海市浦东新区,上海市,CN,121.67,31.16
黄浦区,上海市,CN,121.48,31.23
"567-43, Sinmae-dong, Suseong-gu",Daegu,KR,128.71,35.84
Sangam Courtyard,New Delhi,IN,77.17,28.57
"1063-14, Gyesan-dong, Gyeyang-gu",Incheon,KR,126.74,37.54
Villa No.3 Corniche Road,Sharjah,AE,55.39,25.35
A3 Northbound,Liphook,GB,-0.82,51.08
Europastrasse 1,Salzburg,AT,13.01,47.82
"G/F, SM East Ortigas Ave.,",Pasig City,PH,121.11,14.59
九二路北侧塔前村段,泉州市,CN,118.62,24.74
"Rockwell Dr & Plaza Dr, Rockwell Center",Makati City,PH,121.04,14.56
"No.438, Ruilong Rd.",Kaohsiung City,TW,120.33,22.61
江苏省南京市,南京市,CN,118.74,32.03
"291-1, Pyeongtaek-dong",Pyeongtaek-si,KR,127.09,36.99
"1603, Gwanyang-dong, Dongan-gu",Anyang-si,KR,126.96,37.39
8 Jalan Suria,Johor Bahru,MY,103.87,1.5
1323 Lonsdale Avenue,North Vancouver,CA,-123.07,49.32
荔湾区,广州市,CN,113.24,23.1
"No.162, Sec.3, Muxin Rd.",Taipei City,TW,121.56,24.98
"53-3, Haan 3-dong",Gwangmyeong-si,KR,126.88,37.46
"90, avenue Victor Hugo",Paris,FR,2.29,48.87
Mesogeion 232 & Ventouri,Athens,GR,23.8,38.01
"279,Wolpyeong 1-dong, Seo-gu",Daejeon,KR,127.22,36.21
江苏省苏州市,苏州市,CN,120.64,31.28
2-2-1 Shinishikawa Aoba-ku,Yokohama,JP,139.56,35.58
中山区,大连市,CN,121.64,38.92
Yoido 17-3,Seoul,KR,126.92,37.53
1 Mostyn Street,Llandudno,GB,-3.82,53.32
SCHADOWSTRASSE 11,DUESSELDORF,DE,6.78,51.23
河北区新纬路1 号,天津市,CN,117.21,39.14
余杭区,杭州市,CN,120.05,30.25
Domestic Departure,New Delhi,IN,77.12,28.56
St. Paul's Church Yard,London,GB,-0.1,51.51
C. Miguel Aleman Km 24,Monterrey,MX,-100.18,25.78
900 Maple Ave.,Burlington,CA,-79.82,43.33
"861-6, Bongcheon-dong, Gwanak-gu",Seoul,KR,126.95,37.48
1060-10 Namhyeon-dong Gwanak-gu,Seoul,KR,126.98,37.48
武进区,常州市,CN,119.94,31.73
Jl. M H Thamrin No. 10,Jakarta,ID,106.82,-6.2
台江区,福州市,CN,119.29,26.06
闵行区,上海市,CN,121.4,31.01
2000 Airport Rd NE,Calgary,CA,-114.01,51.13
Metro Centre,Newcastle,GB,-1.67,54.96
9737 MacLeod Trl SW,Calgary,CA,-114.07,50.97
市南区,青岛市,CN,120.4,36.07
Shrewsbury Services,Shrewsbury,GB,-2.76,52.68
高新区,成都市,CN,104.04,30.55
Bagdat Cd. Noter Sk. 18/1,Istanbul,TR,29.08,40.97
"4/F,  Uptown Mall",Taguig City,PH,121.05,14.56
"Unit26/6&unit26/7 Ground Floor Lobby,",Bangkhorlaem,TH,100.51,13.71
6815 Kateri Drive,Grande Prairie,CA,-118.8,55.14
"Airport Rd, King Khalid Airport",RIYADH,SA,46.66,24.67
浦东新区,上海市,CN,121.53,31.22
1432-71,서울,KR,126.93,37.49
1180 Taylor Avenue,Winnipeg,CA,-97.17,49.85
5304-1 Takeo Takeocho,Takeo,JP,130.02,33.19
"84-5, Hak-dong",Yeosu,KR,127.67,34.76
254 Donomaecho Rokkakudori Nakagyo-ku,Kyoto,JP,135.76,35.01
3302 Woodroffe Avenue,Ottawa,CA,-75.72,45.28
"Abaya ave, 109",Almaty,KZ,76.91,43.24
虹口区,上海市,CN,121.51,31.25
7020 4th Street NW,Calgary,CA,-114.07,51.12
浦东新区,上海市,CN,121.61,31.19
松山湖高新技术产业开发区,东莞市,CN,113.89,22.93
11-1 Befucho-Asahimachi,Kakogawa,JP,134.85,34.73
"Jl. MH Thamrin, Lippo Cikarang",Bekasi,ID,107.17,-6.28
1151 - 10th Avenue SW,Salmon Arm,CA,-119.3,50.69
"No.2, Sec. 1, Beiyi Rd.",New Taipei City,TW,121.54,24.96
718-1 Nishiyajimacho,Ota,JP,139.38,36.27
长宁区,上海市,CN,121.4,31.21
"Belisario Dominguez No. 2, 535 Local-01",Tuxtla Gutierrez,MX,-93.14,16.75
Stationsplein 11,Haarlem,NL,4.64,52.39
下城区,杭州市,CN,120.16,30.27
市中区,济南市,CN,117.01,36.66
110,Muang,TH,99,18.78
"#6 ADB Ave, Mandaluyong",Mandaluyong City,PH,121.06,14.59
KAISERSTRASSE 185,KARLSRUHE,DE,8.4,49.01
"296 Pentoville Road, Regents Corner",London,GB,-0.12,51.53
212 Abbey End,Kenilworth,GB,-1.58,52.34
3958 Shelbourne St,Victoria,CA,-123.33,48.45
1633 Mountain Road,Moncton,CA,-64.84,46.12
Av. Benavides 778,Lima,PE,-77.04,-12.11
Rama 3 rd.,Bangkok,TH,100.5,13.69
钟楼区,常州市,CN,119.95,31.78
11 Patrick Street,Cork City,IE,-8.47,51.9
Phaholyothin Road km56,Phra Nakhon Si Ayutthaya,TH,100.64,14.19
"Chayangkul Road, Kamyai Sub-district",Ubon Ratchathani,TH,104.85,15.26
Nidaugasse 45,Biel,CH,7.25,47.14
Carretera Boca del rio-Anton Lizardo,Veracruz,MX,-96.1,19.09
新北区,常州市,CN,119.98,31.83
3-2-3 Enoki,Musashimurayama,JP,139.39,35.75
7151 Montrose Road Unit F1,Niagara Falls,CA,-79.13,43.07
"سلطنة عمان, ميناء الفهد,مجمع الثروة التجاري, ق: 210, موقع رقم: 005,ب.س 116, مبنى :1022, محل رقم: 3, ستاربكس ثروة",مسقط,OM,58.51,23.62
新市区,保定市,CN,115.47,38.87
3101 Highway #6,Vernon,CA,-119.27,50.26
鄞州区,宁波市,CN,121.55,29.82
东区,中山市,CN,113.4,22.51
"8010 Bathurst Street, Building C, Unit 6",Vaughan,CA,-79.45,43.82
Frida Khalo #194 esq Rufino Tamayo,Monterrey,MX,-100.33,25.65
蓬江区,江门市,CN,113.08,22.62
Silbury Arcade,Milton Keynes,GB,-0.76,52.04
"5 Nonhyeon-Dong, Gangnam-Gu",Seoul,KR,127.02,37.52
1-11-4 Minamikoshigaya,Koshigaya,JP,139.79,35.88
541 Orchard Rd,Singapore,SG,103.83,1.31
"59-8, Nonhyeon 2-dong",Seoul,KR,127.03,37.52
467-17 타워팰리스Ⅱ F 지하1층,서울,KR,127.05,37.49
Jose Abad Santos Ave.,Angeles City,PH,120.53,15.18
"Ground Floor, Mansion 1",Penang,MY,100.33,5.42
2-4-18 Honcho,Asaka,JP,139.6,35.8
Moliere # 222 Col. Los Morales,Mexico City,MX,-99.2,19.43
3-401 Hiiragiyamacho,Obu,JP,136.95,35.02
1318-8,서울,KR,127.03,37.5
龙岗区,深圳市,CN,114.21,22.65
"Av. Vinte de Janeiro, s/n - Mezanino",Rio de Janeiro,BR,-43.25,-22.81
Jl. Garnisun Dalam No. 2-3 Semanggi,Jakarta,ID,106.82,-6.23
1500 Rue McGill College,Montreal,CA,-73.57,45.5
186 Earls Court Road,London,GB,-0.19,51.49
Krasnopresnenskaya Nab 18,Moscow,RU,37.62,55.76
河东区,天津市,CN,117.21,39.14
1-5-25 Yotsuya,Shinjuku-ku,JP,139.73,35.69
1016 Eglinton Avenue East,Mississauga,CA,-79.63,43.63
浙江省杭州市,杭州市,CN,120.22,30.21
499 Paul Street,Dieppe,CA,-64.76,46.1
Avenida Cabildo 2020,Buenos Aires,AR,-58.46,-34.56
55-1,부산,KR,129.1,35.14
1 Nishikujo Toriiguchicho Minato-ku,Kyoto,JP,135.76,34.98
Unit LU36,Norwich,GB,1.3,52.63
1-1-1 Chuo Aoba-ku,Sendai,JP,140.88,38.26
"10, rue du Havre",Paris,FR,2.33,48.88
5607 4th Street NW,Calgary,CA,-114.07,51.1
"Ground Floor, Bergamo Mall",Chennai,IN,80.25,13.06
18 Bishamontai Tamukai,Hachinohe,JP,141.51,40.49
1088 Yonge Street,Toronto,CA,-79.39,43.68
虞山镇,常熟市,CN,120.76,31.64
1122 Yamanokami,Chuo,JP,138.51,35.61
28 Jupiter Street corner Astra St,Makati City,PH,121.03,14.56
Jalan Seri Tanjung Pinang Lot 3A-G-15,Penang,MY,100.31,5.46
"No. 134, Sec. 4, Zhongxiao E Rd",Taipei City,TW,121.55,25.04
"Sec. 2,  Shi Men Rd.",Tainan City,TW,120.75,24.27
Václavské náměstí 40,Praha,CZ,14.43,50.08
890 West 25 Avenue,Vancouver,CA,-123.13,49.25
新城区,西安市,CN,108.96,34.27
4025 Yonge Street,Toronto,CA,-79.41,43.74
237-3 Hirai,Hinode-machi,JP,139.28,35.73
POTSDAMER PLATZ 5,BERLIN,DE,13.38,52.51
"Rua Jacy Teixeira Camargo, 940, Terreo",Campinas,BR,-47.08,-22.93
2332 Main Mall,Vancouver,CA,-123.25,49.26
南市区,保定市,CN,115.49,38.86
高新区,成都市,CN,104.07,30.58
闸北区,上海市,CN,121.45,31.24
4-1-1-1 Kotoni Nishi-ku,Sapporo,JP,141.3,43.08
227 Portobello Road,London,GB,-0.21,51.52
JL Gatot Subroto 289,Bandung,ID,107.64,-6.93
Jl. Raya Puri Indah Raya,Jakarta,ID,106.74,-6.18
Cumhuriyet Mah.Nilufer Hatun Cad. No:114,Bursa,TR,28.96,40.22
1100 Ellesmere Road,Toronto,CA,-79.27,43.77
"Victoria Square, UG13",Belfast,GB,-5.93,54.6
虎门镇虎门大道121号豪门饭店一、二层,东莞市,CN,113.68,22.82
2-100-45 Shinyokohama Kohoku-ku,Yokohama,JP,139.62,35.51
C. Guadalajara Chapala Km 17,Guadalajara,MX,-103.29,20.53
CC Levallois So Ouest,Paris,FR,2.3,48.89
Baden Powellweg 1,Willemstad,CW,-68.94,12.11
龙岗区,深圳市,CN,114.07,22.66
"Aurora Blvd., Araneta Center",Quezon City,PH,121.05,14.62
11566-24th Street SE,Calgary,CA,-114,50.95
19 Mapleview Drive,Barrie,CA,-79.69,44.33
Old Elvet,Durham,GB,-1.57,54.78
8111 Ackroyd Road,Richmond,CA,-123.14,49.17
5 Tampines West Avenue 3,Singapore,SG,103.94,1.35
上海市松江区,上海市,CN,121.22,31.03
"475-13, Seogyo-Dong, Mapo-Gu",Seoul,KR,126.91,37.56
326 Elgin Street,Ottawa,CA,-75.69,45.42
Hunat Mah. Sivas Cad. Forum Kayseri GF,Kayseri,TR,35.5,38.72
Sherwood Forest,Nottingham,GB,-1.15,52.94
浦东新区,上海市,CN,121.5,31.18
东城区,北京市,CN,116.42,39.91
Jl. Ir.H. Juanda No. 1,Surabaya,ID,112.73,-7.35
Karasuma-Shiokouji-Sagaru Shimogyo-ku,Kyoto,JP,135.76,34.99
2-2-9 Touyama,Urasoe,JP,127.74,26.25
A. Fundadores # 995,Monterrey,MX,-100.32,25.64
Triumph Road,Nottingham,GB,-1.18,52.95
上海市浦东新区,上海市,CN,121.7,31.18
KM 43 Tol Jakarta Cilegon,Cilegon,ID,106.43,-6.19
95 King Street South,Waterloo,CA,-80.52,43.46
Unit 56,Welwyn Garden City,GB,-0.2,51.8
3-34-2 Tamagawa,Setagaya-ku,JP,139.62,35.62
太平街道万泉东路234号（新天地2-101，2-102，2-201）,温岭市,CN,121.39,28.37
"412-27,28,29 Mangmi-dong, Suyoung-gu, Bu",Busan,KR,129.11,35.18
"A47, Wisbech By-Pass",Wisbech,GB,0.21,52.68
"Pontevia North, Evia, Almanza Dos",Las Pinas City,PH,121.01,14.38
Saint Albans,Chiswell Green,GB,-0.36,51.72
90-102 esplanade du General de Gaulle,Courbevoie,FR,2.24,48.89
6112 50th Street,Leduc,CA,-113.55,53.27
855 Janghangdong Ilsandonggu,Goyang,KR,126.77,37.66
武汉大学大门口,武汉市,CN,114.36,30.53
高新区,成都市,CN,104.06,30.58
1-1-1 Meieki Nakamura-ku,Nagoya,JP,136.88,35.17
"1027, 7th Flr Central Chidlom Dept Store",Patumwan,TH,100.54,13.74
308-1 Hojochohojo,Kasai,JP,134.83,34.93
"585 North Bridge Road,",Singapore,SG,103.86,1.3
159 Great Portland Street,London,GB,-0.14,51.52
2-5 Chuodai,Kasugai,JP,137.05,35.28
Av. Presidente Mazaryk #39,Mexico City,MX,-99.18,19.43
영풍빌딩 영풍문고 내 지하 2층,서울,KR,126.98,37.57
Speke Boulevard,Liverpool,GB,-2.85,53.35
"Presnenskaya nab., 8/1",Moscow,RU,37.54,55.75
140 University Center,Winnipeg,CA,-97.15,49.81
1-1-1 Oi,Shinagawa-ku,JP,139.73,35.61
浦东新区,上海市,CN,121.58,31.26
"4, Rue de Seze",Paris,FR,2.33,48.87
5520 Calgary Trail,Edmonton,CA,-113.5,53.49
"Central Plaza Khonkaen, 99,99/1",Muang,TH,102.83,16.43
Av. Homero & E. Alan Poe,Mexico City,MX,-99.2,19.44
180-1,경상북도,KR,128.72,35.84
SOGO,Taipei City,TW,121.53,25.12
Aeroporto Lisboa T1 Chegadas,Lisboa,PT,-9.13,38.76
天河区,广州市,CN,113.32,23.13
Cheonho-dong,Seoul,KR,127.13,37.54
"No. 32, Bao-Ching Road",Taipei City,TW,121.3,25.01
900 Eglington Avenue West,Toronto,CA,-79.43,43.7
1 Hikarigaoka,Fukushima,JP,140.47,37.69
朝阳区,北京市,CN,116.49,39.98
"853-3, 853-25 Manchon-dong",Daegu,KR,128.39,35.51
JL Jend Sudirman Kav 1,Jakarta,ID,106.8,-6.23
中原区,郑州市,CN,113.61,34.76
305-49 노블레스 타워 1층,경상북도,KR,128.42,36.11
朝阳区,北京市,CN,116.45,39.91
600 de Maisonneuve Ouest,Montreal,CA,-73.57,45.5
1-13 Kagurazaka,Shinjuku-ku,JP,139.74,35.7
141 Fujisawacho,Toyohashi,JP,137.37,34.74
Barbaros Mah. Gelincik Sk. No:4,Istanbul,TR,29.36,40.84
"87-26, Yeonhui-dong, Seodaemun-gu",Seoul,KR,126.93,37.57
Muralla St. cor Mag corner,Manila,PH,120.98,14.59
Al Amir Mashal Ibn Abdul Aziz Road,Riyadh,SA,46.61,24.69
AS Fortuna St,Mandaue City,PH,123.92,10.34
惠新东街4号,北京市,CN,116.42,39.99
275 Sec 2 Fuxing S. Road,Taipei City,TW,121.54,25.03
1-10 Kinkomachi Kanagawa-ku,Yokohama,JP,139.63,35.47
1-18-1 Nishigotanda,Shinagawa-ku,JP,139.72,35.62
580 Bute St,Vancouver,CA,-123.12,49.29
Ayala Avenue,Makati City,PH,121.03,14.55
481 River Avenue,Winnipeg,CA,-97.15,49.88
Charles de Gaulle Airport,Roissy-en-France,FR,2.58,49
5395 Queen Mary Road,Montreal,CA,-73.63,45.48
Tugay Yolu Maltepe Carrefour AVM,Istanbul,TR,29.16,40.92
1494 Camelinas Avenue,Morelia,MX,-101.18,19.68
"346-18, Hoegi-dong, Dongdaemun-gu",Seoul,KR,127.06,37.59
777 Guelph Line,Burlington,CA,-79.79,43.35
3-11-10 Minamisenba Chuo-ku,Osaka,JP,135.5,34.68
Rafael E. Melgar  34  Isla Cozumel,COZUMEL,MX,-86.95,20.51
静安区,上海市,CN,121.47,31.23
Yukari Bahcelievler Mah. 7 Cad. No:28/A,Ankara,TR,32.83,39.92
216-2 Ojana,Ginowan,JP,127.73,26.27
雨花区,长沙市,CN,113.04,28.17
4-14-1 Higashisendai Miyagino-ku,Sendai,JP,140.91,38.28
"Unit GF1,Stephens court",Dublin,IE,-6.26,53.34
Stationsplein,Rotterdam,NL,4.47,51.92
"Lot 42, G2, Publika Shopping Gallery",Kuala Lumpur,MY,101.67,3.17
鼓楼区,南京市,CN,118.77,32.07
"No. 101, Zhongshan Road",Nantou City,TW,120.69,23.91
"Unit R:P:490, One Canada Square",London,GB,-0.02,51.5
2-12-8 Tsukiji,Chuo-ku,JP,139.77,35.67
41 - 43 Bedford Hill,London,GB,-0.15,51.44
长宁区,上海市,CN,121.41,31.21
Jl. Mr.A.A.Maramis-Lapangan,Manado,ID,124.92,1.54
"No. 175, Sec. 2, Shin-Hi Road",Taipei City,TW,121.45,25.04
Damascus Road,Chtaura,LB,35.85,33.82
"Shop Nos. 305 and 306, Lee Gardens One",Hong Kong,CN,114.18,22.28
"No 240, Sec 1, Jungshan Rd, Yonghe Dist",New Taipei City,TW,121.51,25.01
"1049-2, Taejeon-dong, Buk-gu, Daegu",Daegu,KR,128.55,35.93
Arne Jacobsen's Alle 12,Copenhagen,DK,12.58,55.63
660 Taunton Road East,Whitby,CA,-78.93,43.92
8118 118th Avenue NW,Edmonton,CA,-113.47,53.57
259 Old Brompton Road,London,GB,-0.19,51.49
4-104 Akanedaira,Ishinomaki,JP,141.27,38.45
1-7-1 Nihonbashimuromachi,Chuo-ku,JP,139.77,35.68
"Upper Ground Floor, MGF Metropolis",Gurgaon,IN,77.08,28.48
38 Walbrook,London,GB,-0.09,51.51
长宁区,上海市,CN,121.36,31.23
渝北区,重庆市,CN,106.5,29.58
"Mubrak Al Kabeer, Block 2",Mubrak Al Kabeer,KW,48.09,29.2
132 Wigmore Street,London,GB,-0.15,51.52
1709 Rue St. Denis,Montreal,CA,-73.57,45.52
1500 벡스코 내,부산,KR,129.14,35.17
1 Bell Blvd Extension,Enfield,CA,-63.54,44.94
Kurtulus Mah. Ziya Pasa Bulv. Ali Sadi,Adana,TR,35.32,37
Jl Jend. Sudirman Kav. 29,Jakarta,ID,106.82,-6.22
701-7 한국기술센터 1층,서울,KR,127.04,37.5
Beirut Street,Pasig City,PH,121.08,14.56
奉贤区航南公路5639号1F-036单元,上海市,CN,121.46,30.93
Lloyd Street,Altrincham,GB,-2.35,53.38
"Blvrd. Kukulkan Km 8.5, Zona Hotelera",Cancun,MX,-86.75,21.14
"Road 30, Messilah",Messilah,KW,48.09,29.27
"Grd Flr Orion Mall, Brigade Gateway",Bangalore,IN,77.56,13.01
江苏省苏州市,苏州市,CN,120.76,31.33
广州至珠海高速公路（西线）顺德碧江,佛山市,CN,113.27,22.92
6740 Fallsview Blvd,Niagara Falls,CA,-79.08,43.08
Kemalettin Mah. Omurtak Street,Tekirdag,TR,36.24,36.81
渝北区,重庆市,CN,106.53,29.63
HEFNERSPLATZ 10,NÜRNBERG,DE,11.07,49.45
高新区,成都市,CN,104.07,30.57
2902 West Broadway,Vancouver,CA,-123.17,49.26
Carretera a Colombia km 5.5,Monterrey,MX,-100.11,25.78
"Arabacialani Mah. Eski Kazim No 10,",Sakarya,TR,30.37,40.78
"Complex No 5, Ibn Al Nadeem St 5",Amman,JO,35.91,31.96
"No.11, Sec 3, Jincheng Rd.",New Taipei City,TW,121.46,24.99
East Coast Mall,Kuantan,MY,103.33,3.82
"2F, No. 1, Zhongzheng Rd.",Taoyuan City,TW,121.3,25.04
157 Gumi-dong Bundang-gu,Seongnam,KR,127.11,37.34
瑶海区,合肥市,CN,117.34,31.87
"Shop Nos.P419-420, L4 WTC More",Hong Kong,CN,114.18,22.28
1-1-1 Akabane,Kita-ku,JP,139.72,35.78
1-1 Toyosuna Mihama-ku,Chiba,JP,140.03,35.65
738 마포트라팰리스II,서울,KR,126.96,37.55
655 Burrard Street,Vancouver,CA,-123.12,49.29
晋江,泉州市,CN,118.57,24.8
浙江省温州市,温州市,CN,120.6,27.96
Dubai Airport Rd,Dubai,AE,55.35,25.25
"Sec.3, Chongde Rd.",Taichung City,TW,120.69,24.19
Queen Alia International Airport,Amman,JO,35.59,31.43
普陀区,舟山市,CN,122.37,29.95
4180 Duke of York Blvd,Mississauga,CA,-79.64,43.59
"Cay Yolu 1 Mahallesi, 2846.",Ankara,TR,32.76,39.9
2-17-1 Kitasuna,Koto-ku,JP,139.83,35.68
4-2-2 Lake Town,Koshigaya,JP,139.82,35.88
70 North Court Street,Thunder Bay,CA,-89.22,48.43
新民中路2号,镇江市,CN,119.57,31.99
浙江省金华市,金华市,CN,120.32,29.16
"2 Mitcham Road, Tooting Broadway",London,GB,-0.17,51.43
Neue Potsdamer Str. 2,Berlin,DE,13.37,52.51
395-66 삼성쉐르빌 1층,서울,KR,126.92,37.49
25-32 Saiwaimachi,Omura,JP,129.96,32.9
70-1 Yokamachi,Saga,JP,130.29,33.25
62-35 jangchoongro 1ga,seoul,KR,127.01,37.56
硚口区,武汉市,CN,114.27,30.57
1-1 Wakamatsucho Wakaba-ku,Chiba,JP,140.17,35.64
黄埔大道西666号首层102单元102，,广州市,CN,113.35,23.13
LMM International Airport Local 165-3,Carolina,PR,-66,18.44
249 Queen's Quay West,Toronto,CA,-79.39,43.64
"Av. Corrientes 1702, esq. Rodriguez Pena",Buenos Aires,AR,-58.39,-34.6
Jl. Tol Surabaya - Gempol Km 26,Surabaya,ID,112.69,-7.43
南海区,佛山市,CN,113.16,23.04
朝阳区,长春市,CN,125.32,43.89
"2-21, 2-28 우성타워",서울,KR,126.91,37.52
"Calle 56 A, Numero 465 x 33 A y 35",Merida,MX,-89.62,20.99
Pre-terminal area MCIA,Lapu-Lapu City,PH,123.96,10.32
上海市闵行区,上海市,CN,121.4,31.19
Av. Pedro Miotta Wong Sur Mall,Lima,PE,-76.98,-12.15
Avenue Domingo Diez #1003 Locales 1y2,Cuernavaca,MX,-99.24,18.95
"منطقة استاد خليفة, حياة بلازا",الدوحة,QA,51.44,25.26
SM Fairview Annex Bldg.,Quezon City,PH,121.06,14.73
27 rue de la République,Lyon,FR,4.84,45.76
301 - 3630 Brentwood Rd. NW,Calgary,CA,-114.13,51.09
Gipsy Lane,Oxford,GB,-1.23,51.76
"2, Yangpyeongdong 4-ga",Seoul,KR,126.9,37.53
33-35 High Street,Whitton,GB,-0.36,51.45
Orlyplein 103,Amsterdam,NL,4.84,52.39
"GF, Forbestown Road",Taguig,PH,121.04,14.55
3-35,부산,KR,129.11,35.15
Jl. S Parman Kav 28,Jakarta,ID,106.79,-6.18
200 Avenue Republique,Nanterre,FR,2.22,48.9
"No.80, Huqian St.",New Taipei city,TW,121.63,25.07
"199-33 Euljiro 2-ga, Jung-gu",Seoul,KR,126.98,37.57
3035 Le Carrefour,Montreal,CA,-73.75,45.57
Av Camilo Henriquez 3296,Santiago,CL,-70.56,-33.57
广陵区,扬州市,CN,119.44,32.39
"2851, Unseo-dong",Incheon,KR,126.45,37.45
闸北区,上海市,CN,121.46,31.25
Blk 25 lot 1-4 Don Juan Ave,Angeles City,PH,120.59,15.15
8/10 rue Norvins,Paris,FR,2.34,48.89
1-21-4 Aoi Higashi-ku,Nagoya,JP,136.92,35.17
Av. Americas # 346,Guadalajara,MX,-103.37,20.68
长宁区,上海市,CN,121.42,31.2
6455 McLeod Trail Southwest,Calgary,CA,-114.07,51
5029 Hurontario Street,Mississauga,CA,-79.65,43.61
The Phoenix Retail Park,Linwood,GB,-4.47,55.85
"Westfield shopping centre, Riccarton Rd",Christchurch,NZ,172.61,-43.53
"Safa Street, Jumeirah 1",Dubai,AE,55.31,25.27
"Jl. Kendal 1 Menteng, Menteng Kota",Jakarta,ID,106.83,-6.2
1-25-1 Chikkoshinmachi Minami-ku,Okayama,JP,133.94,34.6
"Block  3505, Jalan Teknokrat 5",Cyberjaya,MY,101.66,2.92
N Bridgeway corner Orient Lane,Muntinlupa City,PH,121.04,14.42
"1647, Sangam-dong, Mapo-gu",Seoul,KR,126.89,37.58
"175 Bloor Street East, South Building",Toronto,CA,-79.38,43.67
ul.Pawia 5,Kraków,PL,19.95,50.07
